MNIS_id,url,debates
155,https://hansard.parliament.uk/search/MemberContributions?memberId=155&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,107
4476,https://hansard.parliament.uk/search/MemberContributions?memberId=4476&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,69
4513,https://hansard.parliament.uk/search/MemberContributions?memberId=4513&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,60
1565,https://hansard.parliament.uk/search/MemberContributions?memberId=1565&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,34
4849,https://hansard.parliament.uk/search/MemberContributions?memberId=4849&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,87
373,https://hansard.parliament.uk/search/MemberContributions?memberId=373&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,71
4737,https://hansard.parliament.uk/search/MemberContributions?memberId=4737&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,84
4488,https://hansard.parliament.uk/search/MemberContributions?memberId=4488&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,100
4676,https://hansard.parliament.uk/search/MemberContributions?memberId=4676&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,39
4433,https://hansard.parliament.uk/search/MemberContributions?memberId=4433&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,67
4638,https://hansard.parliament.uk/search/MemberContributions?memberId=4638&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,146
4008,https://hansard.parliament.uk/search/MemberContributions?memberId=4008&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,46
4816,https://hansard.parliament.uk/search/MemberContributions?memberId=4816&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,72
1425,https://hansard.parliament.uk/search/MemberContributions?memberId=1425&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,17
4600,https://hansard.parliament.uk/search/MemberContributions?memberId=4600&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,10
4374,https://hansard.parliament.uk/search/MemberContributions?memberId=4374&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,48
4657,https://hansard.parliament.uk/search/MemberContributions?memberId=4657&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,51
650,https://hansard.parliament.uk/search/MemberContributions?memberId=650&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,50
4530,https://hansard.parliament.uk/search/MemberContributions?memberId=4530&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,39
4736,https://hansard.parliament.uk/search/MemberContributions?memberId=4736&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,74
4740,https://hansard.parliament.uk/search/MemberContributions?memberId=4740&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,29
1481,https://hansard.parliament.uk/search/MemberContributions?memberId=1481&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,46
4452,https://hansard.parliament.uk/search/MemberContributions?memberId=4452&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,105
4264,https://hansard.parliament.uk/search/MemberContributions?memberId=4264&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,153
4397,https://hansard.parliament.uk/search/MemberContributions?memberId=4397&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,21
4441,https://hansard.parliament.uk/search/MemberContributions?memberId=4441&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,30
4065,https://hansard.parliament.uk/search/MemberContributions?memberId=4065&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,30
4132,https://hansard.parliament.uk/search/MemberContributions?memberId=4132&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,59
3913,https://hansard.parliament.uk/search/MemberContributions?memberId=3913&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,28
